"File","Category","Lines","DialogContent call sites","Input/control sites","Local function declarations","Imports","Coverage meaning"
"app/status/page.tsx","Route or app infrastructure","38","","0","StatusPage:26","next; @/lib/env-config; @/lib/status-checks; @/lib/status-snapshot; @/components/status/StatusPageClient","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/activity/activity-filter-bar.tsx","Feature UI","80","","2","ActivityFilterBar:40","@/components/ui/toggle-group; @/lib/activity-filters; @/lib/utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/activity/event-renderers.tsx","Feature UI","634","","0","subscribeSlowTick:30; useSlowTick:46","@/hooks/useTokenMetadata; @/lib/activity-filters; @/lib/types; @/lib/constants; @/lib/types; @/lib/utils; date-fns; lucide-react; next/image; react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/activity/index.ts","Feature UI","3","","0","","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/ai-elements/message.tsx","Feature UI","40","","0","","@streamdown/cjk; @streamdown/code; @streamdown/math; @streamdown/mermaid; react; streamdown; @/lib/utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/airdrop-claim-card.tsx","Feature UI","468","","0","AirdropClaimCard:29; fetchStatus:61","react; @/components/ui/button; wagmi; @/components/ui/button; lucide-react; react-hot-toast; next/image; @/components/ui/pixel-container; @/lib/airdrop-claim-polling; @/lib/owner-resource-invalidation","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/app-update-banner.tsx","Feature UI","145","","0","AppUpdateBanner:21","react; lucide-react; @/components/ui/button; @/components/ui/refresh-icon; @/lib/env-config","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/arcade/ArcadeDialog.tsx","Feature UI","1713","1332; 1349","1","buildCommitStateMessage:103; createCommitment:107; getSpinStorage:115; getArcadeToneClassName:173; ArcadeStatLine:183; ArcadeDialog:202","@/components/paymaster-toggle; @/components/solana; @/components/transactions/box-game-transaction; @/components/transactions/spin-game-transaction; @/components/transactions/transaction-kit; @/components/ui/button; @/components/ui/dialog; @/components/ui/premium; @/components/ui/toggle-group; @/lib/base-rpc; @/lib/contracts; @/lib/paymaster-context; @/lib/owner-resource-invalidation; @/lib/smart-wallet-context; @/lib/spin-game-events; @/lib/spin-pending-storage; @/lib/types; @/lib/utils; next/image; react; react-hot-toast; viem; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/auth/surface-switch-buttons.tsx","Feature UI","121","","0","BaseAccountSurfaceButton:17; SolanaSurfaceButton:70","react; @base-org/account-ui/react; next/image; next-themes; react-hot-toast; lucide-react; @/components/ui/button; @/lib/auth-surface; @/lib/solana-auth-availability","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/balance-card.tsx","Feature UI","455","","0","createEmptyProfileSnapshot:31; BalanceCard:51","@/components/solana; @/components/ui/button; @/components/ui/card; @/components/ui/refresh-icon; @/components/ui/skeleton; @/lib/balance-context; @/lib/contracts; @/lib/solana-bridge-executor; @/lib/utils; next/image; react; wagmi; ./ui/pixel-container","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/broadcast-message-modal.tsx","Feature UI","181","109","0","BroadcastMessageModal:56","react; @/components/ui/dialog; @/components/ui/button; @/components/ui/alert; lucide-react; @/lib/broadcast-service; @/lib/open-external","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/BarracksPanelV2.tsx","Feature UI","1484","","6","getTroopOption:109; troopIdFromNumeric:113; troopNumericType:117; getTroopConfig:121; parsePositiveBigInt:126; parseOptionalBigInt:132; secondsUntil:139; formatRemaining:146; formatCooldownState:151; formatSigned:156; formatBarracksPoints:161; formatBarracksLifetime:165; formatDurationFromBigInt:172; formatQueueHint:189; formatPercentFromBps:195; isProductionBuilding:203; getHomeDefenseBonusBps:211; formatLandLabel:228; formatCoordinates:233; hasReport:237; getPreviewMessage:241; StatTile:272; TroopCount:290; BattleReportTable:313; ReportCard:368; BarracksPanelV2:457; loadPreview:777","react; next/image; wagmi; lucide-react; @/components/ui/button; @/components/ui/input; @/components/ui/dropdown-menu; @/components/ui/toggle-group; @/components/ui/premium; @/components/transactions/approve-transaction; @/components/transactions/disabled-transaction; @/components/transactions/game-transaction; @/hooks/useTokenMetadata; @/hooks/useTokenSymbol; @/lib/contracts; @/lib/env-config; @/lib/transaction-refresh; @/lib/types; @/lib/utils; react-hot-toast","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/CasinoPanel.tsx","Feature UI","729","","0","CasinoTokenLabel:75; CasinoPanel:100","react; next/image; @/components/ui/button; @/components/ui/dropdown-menu; lucide-react; @/lib/contracts; @/lib/utils; @/components/transactions/game-transaction; @/components/transactions/approve-transaction; @/components/transactions/disabled-transaction; @/components/transactions/CasinoDialog; @/components/transactions/BlackjackDialog; @/components/transactions/BaccaratDialog; @/components/ui/premium; react-hot-toast; wagmi; @/hooks/useTokenMetadata; @/hooks/useTokenSymbol; @/lib/casino-client","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/FarmerHousePanel.tsx","Feature UI","364","","1","FarmerHousePanel:31","@/components/transactions/game-transaction; @/hooks/useDocumentVisible; @/components/ui/progress-bar; @/components/ui/toggle-group; @/hooks/useQuestRewardsAvailability; @/lib/contracts; @/lib/mission-tracking; @/lib/tab-visibility-context; @/lib/transaction-utils; @/public/abi/pixotchi-v3-abi; react; react-hot-toast; @/components/ui/button; @/lib/quest-ui; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/MarketplacePanel.tsx","Feature UI","28","","0","MarketplacePanel:11","react; @/components/ui/button; @/components/transactions/marketplace-dialog","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/ProductionPanel.tsx","Feature UI","94","","0","ProductionPanel:18","react; wagmi; @/lib/types; @/lib/utils; @/components/transactions/building-claim-transaction; react-hot-toast; @/lib/transaction-utils; @/lib/mission-tracking","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/StakeHousePanel.tsx","Feature UI","29","","0","StakeHousePanel:7","react; @/components/ui/button; @/lib/app-events","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/UpgradePanel.tsx","Feature UI","225","","0","UpgradePanel:34","react; @/lib/types; @/lib/utils; @/lib/paymaster-context; @/components/paymaster-toggle; @/lib/smart-wallet-context; @/components/transactions/building-upgrade-transaction; @/components/transactions/building-speedup-transaction; @/components/transactions/disabled-transaction; @/components/transactions/leaf-approve-transaction; react-hot-toast; @/components/ui/premium; @/components/ui/button; @/components/ui/progress-bar; @/lib/balance-context; @/components/transactions/approve-transaction; @/lib/contracts; @/lib/transaction-refresh","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details/WarehousePanel.tsx","Feature UI","310","","2","WarehousePanel:26","@/components/countdown-timer; @/components/PlantImage; @/components/transactions/warehouse-apply-transaction; @/components/ui/button; @/components/ui/dropdown-menu; @/components/ui/input; @/lib/contracts; @/lib/mission-tracking; @/lib/transaction-utils; @/lib/types; @/lib/utils; lucide-react; react; react-hot-toast; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-details-panel.tsx","Feature UI","243","","0","BuildingDetailsPanel:42","react; @/lib/types; @/lib/env-config; @/lib/utils; @/components/ui/button; @/components/ui/card; next/image; lucide-react; ./building-info-dialog; ./building-details/UpgradePanel; ./building-details/ProductionPanel; ./building-details/WarehousePanel; ./building-details/FarmerHousePanel; ./building-details/MarketplacePanel; ./building-details/StakeHousePanel; ./building-details/CasinoPanel; ./building-details/BarracksPanelV2","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-grid.tsx","Feature UI","169","","0","BuildingGrid:113","@/components/ui/empty-state; lucide-react; @/lib/env-config; @/lib/types; @/lib/utils; next/image; react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/building-info-dialog.tsx","Feature UI","614","416","1","formatBarracksPoints:159; formatBarracksXp:163; formatPercentFromBps:167; InfoSection:172; InfoRows:187; InfoRow:195; BarracksTroopTile:214; BarracksInfoContent:264; loadConfig:272; BuildingInfoDialog:382","react; next/image; @/components/ui/dialog; @/lib/types; @/lib/utils; @/components/ui/toggle-group; @/lib/contracts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/ai-chat-engine.tsx","Feature UI","83","","0","AiChatEngine:30","@ai-sdk/react; ai; react; ./ai-message-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/ai-message-utils.ts","Feature UI","107","","0","getAIUIMessageText:31; storedAIMessageToUIMessage:38; uiMessageToAIChatMessage:65","ai; @/lib/types","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/ai-typing-indicator.tsx","Feature UI","20","","0","AITypingIndicator:5","lucide-react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-button.tsx","Feature UI","111","","0","ChatButton:19","react; @/components/ui/button; wagmi; next/image; next/dynamic; @/components/solana; ./chat-context","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-context.tsx","Feature UI","1681","","0","loadFarcasterSdk:58; delay:99; normalizeBaseAuthSurface:110; isBaseAuthBootstrapPending:114; waitForBaseAuthBootstrap:127; getPublicChatFetchGate:147; ChatProvider:167; useChat:1674","react; next/dynamic; @privy-io/react-auth; react-hot-toast; wagmi; @/lib/frame-context; @/lib/chat-auth-client; @/lib/base-chat-session-refresh; @/lib/public-chat-session-refresh; @/lib/confirmed-miniapp-session; @/lib/farcaster-miniapp-auth-client; @/lib/chat-preferences; @/lib/auth-surface; @/lib/session-storage-manager; @/lib/types; @/components/solana; ./ai-message-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-dialog.tsx","Feature UI","133","64","1","DesktopChatPane:19; ChatDialogContent:57; ChatDialog:126","react; @/components/ui/dialog; @/hooks/useMediaQuery; ./chat-context; ./chat-messages; ./chat-input; ./ai-typing-indicator; @/components/ui/toggle-group; next/image; @/lib/types","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-input.tsx","Feature UI","114","","1","ChatInput:14","react; ./chat-context; @/components/ui/button; @/components/ui/input; lucide-react; @/lib/types","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-message.tsx","Feature UI","205","","0","formatRelativeShort:22; ChatMessageComponent:70","react; @/lib/types; date-fns; wagmi; @/components/hooks/usePrimaryName; lucide-react; @/lib/utils; @/lib/mission-tracking; @/components/ui/button; next/dynamic","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-messages.tsx","Feature UI","243","","0","ChatMessages:19","react; ./chat-message; ./chat-profile-dialog; ./chat-context; @/components/ui/loading; @/components/ui/button; @/components/ui/refresh-icon; next/image; @/lib/types","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/chat-profile-dialog.tsx","Feature UI","125","","0","ChatProfileDialog:23","react; @/components/efp-transaction-boundary; @/components/plant-profile-dialog; @/lib/types; @/lib/contracts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/chat/index.ts","Feature UI","11","","0","","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/countdown-timer.tsx","Feature UI","32","","0","CountdownTimer:13","@/hooks/useCountdown; next/image","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/edit-land-name.tsx","Feature UI","154","109","1","EditLandName:34","react; wagmi; @/components/ui/button; @/components/ui/input; @/components/ui/dialog; react-hot-toast; next/image; @/lib/types; @/components/transactions/land-name-transaction; @/lib/asset-name-rules","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/edit-plant-name.tsx","Feature UI","446","291","1","EditPlantName:64","@/components/solana; @/components/transactions/approval-action-transaction; @/components/transactions/solana-bridge-button; @/components/transactions/swap-plant-name-bundle; @/components/ui/button; @/components/ui/dialog; @/components/ui/input; @/components/ui/premium; @/lib/asset-name-rules; @/lib/balance-context; @/lib/contracts; @/lib/eth-mode-context; @/lib/smart-wallet-context; @/lib/types; @/lib/utils; next/image; react; react-hot-toast; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/efp-transaction-boundary.tsx","Feature UI","837","636","0","shouldRedirectBaseDefaultRpc:77; redirectFetchInput:94; installEfpBaseRpcRedirect:128; getSubmittedProof:173; isSuccessfulReceipt:184; isFailedReceipt:189; useDurableEfpWorkflow:194; SafeEfpTransactionModal:216; EfpTransactionLifecycle:777; EfpTransactionBoundary:805","react; ethereum-identity-kit; lucide-react; react-hot-toast; viem; wagmi; ethereum-identity-kit/css; @/components/transactions/transaction-kit; @/components/transactions/global-transaction-toast; @/components/ui/button; @/components/ui/dialog; @/lib/base-rpc; @/lib/builder-code; @/lib/efp-transaction-workflow; @/lib/pending-evm-transaction; @/lib/rpc-transport; @/lib/transaction-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/fence-timer.tsx","Feature UI","36","","0","FenceTimer:13","next/image; @/hooks/useCountdown","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/hooks/createBatchedAddressResolver.ts","Hook","156","","0","createBatchedAddressResolver:31; store:46; getCached:55; notifySubscribers:65; flushQueue:73; enqueue:112; waitForResult:132","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/hooks/useEnsAvatar.ts","Hook","92","","0","makeInitialState:22; useEnsAvatar:33","react; viem; ./createBatchedAddressResolver","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/hooks/usePrimaryName.ts","Hook","86","","0","makeInitialState:22; usePrimaryName:33","react; viem; ./createBatchedAddressResolver","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/item-details-panel.tsx","Feature UI","889","","1","ItemDetailsPanel:57","@/components/paymaster-toggle; @/components/solana; @/components/transactions/approval-action-transaction; @/components/transactions/bundle-buy-transaction; @/components/transactions/buy-item-transaction; @/components/transactions/disabled-transaction; @/components/transactions/solana-bridge-button; @/components/transactions/game-transaction; @/components/transactions/swap-buy-item-bundle; @/components/transactions/swap-fence-purchase-bundle; @/components/ui/card; @/components/ui/input; @/components/ui/premium; @/components/ui/skeleton; @/lib/contracts; @/lib/contracts; @/lib/balance-context; @/components/ui/button; @/lib/eth-mode-context; @/lib/mission-tracking; @/lib/paymaster-context; @/lib/smart-wallet-context; @/lib/solana-quote; @/lib/transaction-utils; @/lib/types; @/lib/utils; next/image; react; react-hot-toast; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/LandImage.tsx","Feature UI","95","","0","","@/lib/types; @/lib/utils; react; react-dom","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/login-hero.tsx","Feature UI","58","","0","LoginHero:15; LoginIntro:32; LoginHeroPanel:44","next/image","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/map/land-map-canvas.tsx","Feature UI","587","","0","isNormalMintedLandId:19; LandMapCanvas:23","@/lib/land-utils; @/lib/types; react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/map/land-map-modal.tsx","Feature UI","512","233","0","useExitPresence:33; LandMapModal:84","@/components/chat/chat-profile-dialog; @/lib/utils; @/components/hooks/usePrimaryName; @/components/ui/button; @/components/ui/dialog; @/components/ui/performance-mode; @/lib/contracts; @/lib/land-utils; @/lib/types; lucide-react; next/image; react; ./land-map-canvas","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/mint-share-modal.tsx","Feature UI","344","225","1","MintShareModal:38","@/components/ui/button; @/components/ui/dialog; @/lib/frame-context; @/lib/open-external; @/lib/types; @farcaster/miniapp-sdk; lucide-react; next/image; react; react-hot-toast","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/owner-resource-query-sync.tsx","Feature UI","20","","0","OwnerResourceQuerySync:8","react; @tanstack/react-query; @/lib/owner-resource-invalidation; @/lib/owner-resource-query-cache","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/paymaster-toggle.tsx","Feature UI","34","","0","SponsoredBadge:20","lucide-react; @/lib/utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/plant-profile-dialog.tsx","Feature UI","668","440","0","formatCount:66; PlantProfileDialog:72","react; @/lib/clipboard; @/components/ui/dialog; @/components/ui/button; @/components/ui/skeleton; lucide-react; next/image; @/components/PlantImage; @/lib/user-stats-service; @/lib/contracts; @/lib/utils; @/lib/open-external; @/components/hooks/usePrimaryName; react-hot-toast; @/lib/types; @/lib/efp-service; wagmi; ethereum-identity-kit; ethereum-identity-kit/css; @tanstack/react-query; @/lib/mission-tracking; @/components/ui/wallet-avatar; @/lib/efp-transaction-workflow","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/PlantImage.tsx","Feature UI","167","","0","PlantImageAsset:38","@/lib/types; @/lib/utils; next/image; react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/quantity-selector.tsx","Feature UI","73","","0","QuantitySelector:15","react; @/components/ui/button; lucide-react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/secret-garden-listener.tsx","Feature UI","79","","0","SecretGardenListener:12","react; @/components/secret-garden-overlay","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/secret-garden-overlay.tsx","Feature UI","536","","0","SecretGardenOverlay:93","react; react-dom; @/components/ui/button; @/components/ui/performance-mode","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/server-theme-provider.tsx","Feature UI","34","","0","ServerThemeProvider:14","next-themes","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/solana/index.ts","Feature UI","23","","0","","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/solana/PrivySolanaWalletIdentity.tsx","Feature UI","71","","0","PrivySolanaWalletIdentity:23","react; @privy-io/react-auth; @privy-io/react-auth/solana; @/lib/solana-constants","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/solana/SolanaGate.tsx","Feature UI","58","","0","SolanaNotSupported:9; SolanaBridgeBadge:47","@/hooks/useSolanaWallet; @/components/ui/badge","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/solana/SolanaWalletProvider.tsx","Feature UI","86","","0","SolanaWalletProvider:57","react; next/dynamic; @/lib/solana-wallet-context; @/hooks/useAuthSurface; ./PrivySolanaWalletIdentity","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/staking/staking-dialog.tsx","Feature UI","680","434","2","formatToken:77; StakingDialog:86","react; wagmi; @/components/ui/dialog; @/components/ui/alert; @/components/ui/button; @/components/ui/input; @/components/ui/refresh-icon; @/lib/contracts; @/components/transactions/game-transaction; next/image; @/lib/utils; viem; @/components/ui/toggle-group; @/lib/transaction-utils; @/lib/mission-tracking; @/lib/app-events","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/status/StatusBadge.tsx","Feature UI","27","","0","StatusBadge:19","@/lib/status-checks; @/lib/utils; @/components/ui/premium","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/status/StatusCard.tsx","Feature UI","97","","0","StatusCard:41","@/lib/status-checks; @/lib/utils; lucide-react; ./StatusBadge","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/status/StatusPageClient.tsx","Feature UI","167","","0","StatusPageClient:18","@/components/theme-selector; @/components/ui/alert; @/components/ui/button; @/lib/status-checks; lucide-react; next/image; react; ./StatusCard","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/status-bar.tsx","Feature UI","371","","0","TasksRockIcon:18; StakeTokenCycleIcon:31; trimCompactNumber:52; formatTokenShort:56; formatTokenDetailed:71; StatusBar:98","react; next/image; next/dynamic; ./ui/skeleton; @/lib/balance-context; viem; wagmi; @/components/solana; @/lib/gamification-client; @/lib/app-events; ./ui/button","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/about-tab.tsx","Feature UI","298","193","1","AboutTab:38","@/components/tutorial; @/components/ui/button; @/components/ui/card; @/components/ui/dialog; @/components/ui/loading; @/components/ui/textarea; @/lib/frame-context; @/lib/open-external; @/lib/smart-wallet-context; @/package.json; lucide-react; react; react-hot-toast; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/activity-tab.tsx","Feature UI","835","","1","bundleItemConsumedEvents:83; isActivityFilterActive:120; getEmptyFeedMessage:124; ActivityTab:140","react; wagmi; @/components/ui/button; @/components/ui/card; @/components/ui/loading; @/components/ui/pagination-footer; @/lib/tab-visibility-context; @/lib/activity-client; @/lib/activity-filters; @/lib/types; @/components/ui/alert; lucide-react; @/components/activity; @/components/ui/toggle-group; @/hooks/useItemCatalogs; @/components/solana; @/lib/frame-context; @/hooks/useWebQueryState; @/hooks/useMediaQuery; @/lib/utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/dashboard-tab.tsx","Feature UI","76","","1","DashboardTab:31; LandsVisitGate:69","react; @/components/ui/toggle-group; @/components/ui/skeleton; @/components/ui/card; lucide-react; @/lib/farm-view-context; next/dynamic; ./plants-view","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/lands-view.tsx","Feature UI","1299","","1","approvalFetchIdentityMatches:91; buildingFetchIdentityMatches:102; readLocalStorage:116; writeLocalStorage:125; didLandSnapshotChange:134; readStoredBigInt:146; readStoredNumber:156; readStoredBuildingType:163; UtilityBuildingTile:172; LandsView:227; LandsViewContent:242","@/components/ui/button; @tanstack/react-query; @/components/ui/empty-state; @/components/ui/card; @/components/ui/skeleton; @/components/ui/asset-carousel-button; @/components/ui/dropdown-menu; @/lib/contracts; @/lib/env-config; @/lib/owner-resource-invalidation; @/lib/query-keys; @/lib/types; @/lib/utils; next/dynamic; next/image; react; wagmi; @/components/building-grid; @/components/edit-land-name; @/components/solana; @/components/ui/toggle-group; @/hooks/useLandMap; @/hooks/useOwnerResourceList; lucide-react; ../LandImage; @/lib/smart-wallet-context; @/lib/tab-visibility-context; @/hooks/useDocumentVisible; @/hooks/useMediaQuery","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/leaderboard-tab.tsx","Feature UI","2155","1657; 1897; 2057; 2128","5","getTotalPages:103; formatAttackScoreDelta:107; getBoundedPage:113; getPageRows:117; splitDesktopRows:123; getRankRangeLabel:130; hasActiveFence:137; isDead:142; nowSec:146; LeaderboardTab:150; scrollLeaderboardToTop:854; renderPagination:866; renderDesktopColumns:888; renderResponsiveRows:926; renderRankingState:965","@/components/paymaster-toggle; @/components/ui/empty-state; @/components/efp-transaction-boundary; @/components/plant-profile-dialog; @/components/PlantImage; @/components/solana; @/components/transactions/attack-transaction; @/components/transactions/kill-transaction; @/components/transactions/revive-transaction; @/components/ui/alert; @/components/ui/button; @/components/ui/card; @/components/ui/dialog; @/components/ui/dropdown-menu; @/components/ui/loading; @/components/ui/pagination-footer; @/components/ui/premium; @/components/ui/toggle-group; @/components/ui/wallet-avatar; @/hooks/useWebQueryState; @/hooks/useMediaQuery; @/lib/base-rpc; @/lib/contracts; @/lib/env-config; @/lib/frame-context; @/lib/gamification-client; @/lib/mission-tracking; @/lib/paymaster-context; @/lib/smart-wallet-context; @/lib/tab-visibility-context; @/lib/types; @/lib/utils; @/public/abi/PixotchiNFT.json; lucide-react; next/image; react; next/dynamic; react-hot-toast; viem; wagmi","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/mint-tab.tsx","Feature UI","1397","","0","MintTab:106","@/components/hooks/usePrimaryName; @/components/mint-share-modal; @/components/paymaster-toggle; @/components/solana; @/components/transactions/solana-bridge-button; @/components/transactions/approval-action-transaction; @/components/transactions/disabled-transaction; @/components/transactions/mint-transaction; @/components/transactions/swap-land-mint-bundle; @/components/transactions/swap-mint-bundle; @/components/ui/dropdown-menu; @/components/ui/progress-bar; @/components/ui/premium; @/components/verify-claim; @/lib/farm-view-context; @/lib/balance-context; @/lib/constants; @/lib/contracts; @/lib/env-config; @/lib/farcaster-miniapp-auth-client; @/lib/eth-mode-context; @/lib/frame-context; @/lib/paymaster-context; @/lib/smart-wallet-context; @/lib/tab-visibility-context; @/lib/types; @/lib/utils; lucide-react; next/image; react; react-hot-toast; wagmi; ../transactions/land-mint-transaction; ../ui/button; ../ui/badge; ../ui/card; ../ui/skeleton","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/pixotchi-swap-panel.strings.ts","Feature UI","46","","0","","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/pixotchi-swap-panel.tsx","Feature UI","2310","","1","getSwapPendingIntentKey:161; isAbortError:165; throwIfAborted:169; waitForMonitorRetry:174; withMonitorAbort:189; isTransientStatus:225; humanizeSwapError:233; TokenSelector:258; formatEditableAmount:371; formatExecutionMessage:382; parseInputAmount:394; fetchJson:409; fetchSwapStep:434; PixotchiSwapPanel:444","react; next/image; react-hot-toast; lucide-react; viem; viem/chains; wagmi; @tanstack/react-query; @/lib/swap/gas; @/components/ui/dropdown-menu; @/components/ui/button; @/components/ui/premium; @/components/transactions/transaction-recovery-options; @/lib/swap/base-swap-abi; @/lib/swap/constants; @/lib/swap/rules; @/lib/swap/types; @/lib/paymaster-context; @/lib/smart-wallet-context; @/lib/tab-visibility-context; @/lib/base-rpc; @/lib/app-events; @/lib/builder-code; @/lib/mission-tracking; @/lib/transaction-utils; @/lib/pending-evm-transaction; @/lib/pending-evm-coordinator; @/lib/utils; @/lib/env-config; ./pixotchi-swap-panel.strings","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"components/tabs/plants-view.tsx","Feature UI","1053","738","1","isFenceShopItem:101; FittedEthRewardValue:106; didPlantSnapshotChange:158; PlantsView:172","@/components/edit-plant-name; @/components/transactions/approval-action-transaction; @/components/transactions/claim-rewards-transaction; @tanstack/react-query; @/lib/query-keys; @/components/ui/skeleton; @/components/ui/empty-state; @/components/paymaster-toggle; @/components/quantity-selector; @/components/solana; @/components/ui/button; @/components/ui/card; @/components/ui/dialog; @/components/ui/dropdown-menu; @/components/ui/asset-carousel-button; @/components/ui/input; @/components/ui/loading; @/components/ui/pixel-container; @/components/ui/premium; @/hooks/useItemCatalogs; @/hooks/useOwnerResourceList; @/lib/constants; @/lib/contracts; @/lib/paymaster-context; @/lib/owner-resource-invalidation; @/lib/smart-wallet-context; @/lib/tab-visibility-context; @/lib/types; @/lib/utils; lucide-react; next/image; next/dynamic; react; react-hot-toast; wagmi; ../PlantImage; ../countdown-timer; ../fence-timer","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
